identifier,datestamp,setSpec,@xmlns:dc,@xmlns:oai_dc,@xmlns:xsi,@xsi:schemaLocation,dc:identifier,dc:title,dc:creator,dc:publisher,dc:date,dc:format,dc:language,dc:relation,dc:type,dc:source,dc:rights,dc:description,provenance,sdewey,dewey,source,typedoc,nqamoyen,mode_indexation,title,date,first_indexation_date,streamable
oai:bnf.fr:gallica/ark:/12148/bpt6k57499651,2022-06-22,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k57499651,Poésies posthumes / de Philothée O'Neddy (Théophile Dondey) ; [Notice sur Théophile Dondey par Ernest Havet],"[""O'Neddy, Philothée (1811-1875). Auteur du texte"", 'Havet, Ernest (1813-1899). Auteur du texte']",G. Charpentier (Paris),1877,"['1 vol. (496 p.) ; in-18', 'Nombre total de vues :  506']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb303478745,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, YE-29313",domaine public,"['Comprend : Notice sur Théophile Dondey / par Ernest Havet', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,80,8,"Bibliothèque nationale de France, département Littérature et art, YE-29313",monographie,93.98,text,Poésies posthumes / de Philothée O'Neddy (Théophile Dondey) ; [Notice sur Théophile Dondey par Ernest Havet],1877,23/11/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5492269r,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5492269r,La vie infernale. Pascal et Marguerite / par Émile Gaboriau,"Gaboriau, Émile (1832-1873). Auteur du texte",E. Dentu (Paris),1870,"['2 vol. (492, 515 p.) ; in-18', 'Nombre total de vues :  506']","['fre', 'français']","[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb304723809"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb304723809']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-37699",domaine public,Avec mode texte,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-37699",monographie,99.98,text,La vie infernale. Pascal et Marguerite / par Émile Gaboriau,1870,10/03/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5781349g,2021-02-05,"['gallica:theme:5:54', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5781349g,Pot-Bouille / Émile Zola ; édition illustrée par Georges Bellenger et Kauffmann,"Zola, Émile (1840-1902). Auteur du texte",(Paris),1883,"['452 p. : figure, pl., couv. ill. ; in-4', 'Nombre total de vues :  472', 'application/epub+zip']",fre,"['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb135370582', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb340064819']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, 4-Y2-799",domaine public,"['[Pot-Bouille (français)]', 'Avec mode texte']",bnf.fr,54,5,"Bibliothèque nationale de France, département Littérature et art, 4-Y2-799",monographie,99.98,text,Pot-Bouille / Émile Zola ; édition illustrée par Georges Bellenger et Kauffmann,1883,16/12/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5749678m,2019-09-25,"['gallica:theme:6:61', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5749678m,"La Médecine qui guérit, exposé de médecine homéo-dynamique... 2e édition","['Huguet, Hilarion A B (Dr). Auteur du texte', 'Hugo, Victor (1802-1885). Auteur du texte']",,1887,"['In-18', 'Nombre total de vues :  218']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30625152j,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Sciences et techniques, 8-TE6-37 (A)",domaine public,"['Comprend : [Lettre au Dr Huguet. 30 août (1884).]', 'Avec mode texte', 'Ouvrages de référence']",bnf.fr,61,6,"Bibliothèque nationale de France, département Sciences et techniques, 8-TE6-37 (A)",monographie,97.47,text,"La Médecine qui guérit, exposé de médecine homéo-dynamique... 2e édition",1887,17/11/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k658834,2022-12-02,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k658834,Nemrod et Cie : les batailles de la vie / par Georges Ohnet,"Ohnet, Georges (1848-1918). Auteur du texte",P. Ollendorff (Paris),1897-1915,"['1 vol. (190 p.) ; in-8', 'Nombre total de vues :  195']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb310330287,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-24204",domaine public,,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-24204",monographie,88.48,text,Nemrod et Cie : les batailles de la vie / par Georges Ohnet,1897-1915,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6130167s,2018-09-28,"['gallica:theme:6:61', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6130167s,"Flore médicale. Tome 2 / décrite par MM. Chaumeton, Poiret, Chamberet ; peinte par Mme E. P....... [Panckoucke] et par J. Turpin,...","['Chaumeton, François Pierre (1775-1819). Auteur du texte', 'Poiret, Jean-Louis-Marie (1755-1834). Auteur du texte', 'Tyrbas de Chamberet, Joseph (1779-18..). Auteur du texte']",(Paris),1833,3 vol. : ill. ; gr. in-8,"['fre', 'français']","[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30229552x"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30229552x']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, 4-TE142-137 (A 2)",domaine public,,bnf.fr,61,6,"Bibliothèque nationale de France, 4-TE142-137 (A 2)",monographie,93.78,text,"Flore médicale. Tome 2 / décrite par MM. Chaumeton, Poiret, Chamberet ; peinte par Mme E. P....... [Panckoucke] et par J. Turpin,...",1833,30/08/2010,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5545348q,2022-12-02,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5545348q,Les misérables. 4 / Victor Hugo,"Hugo, Victor (1802-1885). Auteur du texte",E. Hugues (Paris),1879-1882,5 vol. : ill. ; gr. in-8,fre,"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30625539f"", 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb13516296h', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30625539f']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, 4-Y2-592 (4)",domaine public,[Les misérables (français)],bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 4-Y2-592 (4)",monographie,96.75,text,Les misérables. 4 / Victor Hugo,1879-1882,18/05/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5439493m,2019-07-19,"['gallica:theme:9:90', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5439493m,Les vierges sages / par Alphonse Esquiros,"Esquiros, Alphonse (1812-1876). Auteur du texte",(Paris),1842,"['1 vol. (252 p.) ; in-32', 'Nombre total de vues :  265']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30407120n,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, R-35304",domaine public,Avec mode texte,bnf.fr,90,9,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, R-35304",monographie,85.55,text,Les vierges sages / par Alphonse Esquiros,1842,10/09/2008,false
oai:bnf.fr:gallica/ark:/12148/bpt6k56121955,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k56121955,"Isidora, par George Sand ; nouvelle édition. [Aldo le rimeur. Les Mères de famille dans le beau monde. Le Cercle hippique de Mézières-en-Brenne.]","Sand, George (1804-1876). Auteur du texte",Michel-Lévy frères (Paris),1861,"['In-18, 286 p.', 'Nombre total de vues :  306']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31293442g,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-65126",domaine public,Avec mode texte,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-65126",monographie,99.98,text,"Isidora, par George Sand ; nouvelle édition. [Aldo le rimeur. Les Mères de famille dans le beau monde. Le Cercle hippique de Mézières-en-Brenne.]",1861,15/09/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k39268x,2022-06-22,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k39268x,Une idylle tragique : moeurs cosmopolites / Paul Bourget,"Bourget, Paul (1852-1935). Auteur du texte",A. Lemerre (Paris),1896,"['1 vol. (502 p.) ; in-16', 'Nombre total de vues :  512']",fre,"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31857093f"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31857093f']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]",Bibliothèque nationale de France,domaine public,Contient une table des matières,bnf.fr,84,8,Bibliothèque nationale de France,monographie,97.66,text,Une idylle tragique : moeurs cosmopolites / Paul Bourget,1896,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k57240593,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k57240593,"Oeuvres de George Sand. Mauprat, Metella","Sand, George (1804-1876). Auteur du texte",J. Hetzel (Paris),1852,"['In-16', 'Nombre total de vues :  442', 'application/epub+zip']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34003063j,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-65213",domaine public,Avec mode texte,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-65213",monographie,99.98,text,"Oeuvres de George Sand. Mauprat, Metella",1852,21/09/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5529195c,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5529195c,Les Amoureux de Sainte-Périne / Champfleury,Champfleury (1821-1889). Auteur du texte,A. Bourdilliat (Paris),1862,"['In-18, IV-303 p.', 'Nombre total de vues :  318']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30218757r,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-22137",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-22137",monographie,99.98,text,Les Amoureux de Sainte-Périne / Champfleury,1862,08/06/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k56290869,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k56290869,Atar-Gull. Tome 2 / par Eugène Sue,"Sue, Eugène (1804-1857). Auteur du texte",C. Gosselin (Paris),1845,"['2 tomes en 1 vol. ; in-8', 'Nombre total de vues :  343']","['fre', 'français']","[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31418675w"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31418675w']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-70125",domaine public,"['Collection : Oeuvres complètes de Eugène Sue', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-70125",monographie,99.98,text,Atar-Gull. Tome 2 / par Eugène Sue,1845,03/12/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k55021784,2018-04-26,"['gallica:theme:6:61', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k55021784,"Étude sur la tuberculose de la glande parotide, par le Dr L.-P. Parent,...","Parent, Louis Pierre (Dr). Auteur du texte",G. Steinheil (Paris),1898,"['In-8° , 87 p.', 'Nombre total de vues :  92']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb310583698,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Sciences et techniques, 8-TD106-162",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,61,6,"Bibliothèque nationale de France, département Sciences et techniques, 8-TD106-162",monographie,97.17,text,"Étude sur la tuberculose de la glande parotide, par le Dr L.-P. Parent,...",1898,29/06/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k316151w,2022-10-14,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k316151w,Eugénie Grandet (Nouvelle édition revue et corrigée) / par M. de Balzac,"Balzac, Honoré de (1799-1850). Auteur du texte",Charpentier (Paris),1850,"['1 vol. (320 p.) ; in-2', 'Nombre total de vues :  328']",fre,"['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb119406219', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30051141h']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, Y2-15647",domaine public,"['[Eugénie Grandet (français)]', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-15647",monographie,89.11,text,Eugénie Grandet (Nouvelle édition revue et corrigée) / par M. de Balzac,1850,15/02/2017,false
oai:bnf.fr:gallica/ark:/12148/bpt6k29494t,2019-07-20,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k29494t,La mer (5e édition) / J. Michelet,"Michelet, Jules. Auteur du texte",(Paris),1875,"['1 vol. (428 p.) ; 19 cm', 'Nombre total de vues :  436']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb37260696f,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]",Bibliothèque nationale de France,domaine public,Contient une table des matières,bnf.fr,84,8,Bibliothèque nationale de France,monographie,0.0,,La mer (5e édition) / J. Michelet,1875,15/10/2007,false
